,rating,title,Review_text
2021,1,Not worth it,"I've had it for a couple months and it was working great, now it's done nothing but completely mess up my Playstation, if I put it in rest mode and the extended hard drive is plugged in, it will not turn on. When I plug it in it just keeps saying I need to restore it, I restore it, and then it just magically disappears again, and forces my Playstation to actually turn off and blue screen me. I can't get in contact with the seller to try and fix this issue."
2022,4,Portable,Portable and overall convenient
2023,5,Works great for my PS5,It is totally worth it as I have invested this one for my PS5. It’s not fast transfer game data as my PS5 console require to play the game internally. This one I use it as a “bridge” to go back & forth to play the PS5 game from my external HDD. It is considerably cheaper option for me as SSD is still very expensive.
2024,5,Almost returned it,When I got this for my boyfriend it said it was not compatible with his PS4. So he did the EFat thing. After he put his game in. It gave an option to use as extended storage which is what you want to see. I'm not sure if it took time to recognize it or what but it works. He couldn't be happier.
2025,5,As expected,Product delivered timely and works as indicated.
2026,5,Good for Mac,I have a Macbook Pro and I am able to use it easily after setting the hard drive for the Mac. I tried what they suggest on their website but didn't work. I suggest you watch 'Seagate External Hard Drive How to Set Up on Mac 2021' on Youtube.
2027,1,Died after 4TBW,"This drive started giving me the ""click of death"" and died after having written just about 4TB. So I never even got a chance to fill it up before it croaked. Good thing it was a backup drive and I didn't have anything unique on it!"
2028,3,Nice but noisy,Reliable so far but clunky in operation
2029,1,Stopped working 6 months later,"Stopped working 6 months later, barely recovered the files from it. It's my second one from that brand to break, won't buy again"
2030,5,Works great for PS5,Works great for PS5
2031,5,Life saver for my ps4.,"Bought this for my ps4 and it works great, you get 1.8 TB of space. Do NOT put this on your console because it will overheat it and ruin it. It is also very small which is great for portability."
2032,3,False Advertising,"Firstly, package came exactly when it was supposed to and is as light and portable as it advertised. However, it came with 1.81TB versus the 2TB we paid for. We looked into it and found there was something already on the hard drive and even with removing the items it didn’t not add up to 2TB. It’s plenty of space otherwise but I paid $66 for 2TB."
2033,5,150 MB/s write speeds! Totally worth it.,"My previous drive topped out at around 40 MB/s which I thought was pretty fast, but just started an image backup and this thing was ranging between 60 MB/s all the way up to 150 MB/s. About to place an order for a second one!"
2034,1,Great with Mac not pc,"This device doesn’t show up on any pc’s only mac. Support disappointed. Also, the support is not helpful."
2035,1,Very very glitchy!,"Sad I waited so long to use it. disconnects, freezes, and malfunctions a lot."
2036,2,Buyer Beware,"I bought a few variations of this product as there are two PS5s in my home that needed the extended storage. One, purchased in February still works. The other, purchased about a year ago...well... keep reading. I saw a few reviews that warned of the hard drive suddenly malfunctioning and losing all of the stored data. I thought it was probably just a few malfunctioning units and took the chance on this hard drive anyway. The price was attractive and it seemed easy to use. For $99 I guess you get what you pay for. I will say, this product worked PERFECTLY in the beginning and was just what I needed. However, none of that really matters when one day you boot up your Playstation and literally EVERYTHING is wiped. The worst part is, I can't even seem to repair the it in any way after hours of googling and trial and error. Worth noting, I am very tech savvy so if there was a way to fix it...I would've found it.Now, I've just got a very expensive paperweight and have to download my entire game library again. Here's hoping I have my save files in the cloud. This is a gamer's worst nightmare. So in short, feel free to roll the dice on this harddrive... it may work perfectly for you. However, to me, the fact that it malfunctioned so early in it's life cycle and many others have had the same problem, this is simply unacceptable. If I had known, I probably wouldn't have purchased the second unit."
2037,5,Did the job,I ordered this to extend the storage on my Xbox series s game console and it did exactly what I bought it to do I've had no issues with that it starts up right away I was able to pair it and format it
2038,1,Don't trust the Company,"After downloading all my information on Hard Drive my computer said the drive wasn't properly ejected and it was still attached.My computer wouldn't recognize the drive again, so I called the company and went through all the trouble shooting with them. Nothing worked and drive started making a humming noise and the support person said that's not good we'll have to replace it. I was fine with that as long as they sent me the replacement and a return label. I asked several times if this was the case and was told yes.I never received an email saying the new drive had shipped to me. Just an email about feedback from the call I made.I contacted them through chat on the sea gate web site. He asked if I had received an email regarding a credit card authorization. I asked why would you need that. He didn't answer me. I told him I was supposed to get a replacement drive then I was supposed to send the broke one back. I was very uncomfortable about sending the broken drive back anyways because I had backed up all my info on to that drive and they boast recovering information off hard drives that are damaged. They said they'd send me a free return label but had to send broken drive back first. I have a problem with companies that change what they say in the first place so I'm just returning the drive to Amazon and getting a refund. I don't feel comfortable though because they still have the drive and everything from my computer is on that broken drive. Maybe they can or can't fix the drive, but I feel there so much fraud out there how do I know what happens with my information that can or can't be recovered on the drive I'm sending to God know who."
